Sigla,Código,Município,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
RS,4308904,Getúlio Vargas,2,,1,1,1,1,2,,2,1,1,1,2,1,3,,2,2,,4,5,3,3,1,4,4,1,3,2
RS,4309001,Giruá,1,1,3,1,1,5,1,3,2,2,4,3,2,2,2,1,1,3,1,,2,,,3,,,2,,
RS,4309050,Glorinha,,,1,,,,,2,,,,1,,,1,,1,1,1,1,1,,2,1,1,2,1,3,
RS,4309100,Gramado,3,1,4,2,4,2,2,2,1,4,3,2,,1,2,3,1,2,2,2,2,1,3,,2,5,7,3,8
RS,4309126,Gramado dos Loureiros,,,,,,,,,1,,,,,,1,,2,,2,1,,,,,1,,,2,
RS,4309159,Gramado Xavier,,,1,1,,,2,1,,,,1,1,1,,,,,1,1,1,2,2,,,,2,1,
RS,4309209,Gravataí,8,12,21,17,29,22,25,33,29,36,49,31,42,48,41,67,69,56,46,61,53,64,80,77,76,164,90,62,56
RS,4309258,Guabiju,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
RS,4309308,Guaíba,12,5,5,8,17,13,12,18,23,21,21,32,50,25,38,34,33,43,42,38,39,40,27,46,62,59,39,34,20
RS,4309407,Guaporé,,,1,1,3,1,3,3,2,4,,4,2,2,3,1,,7,3,,4,5,3,1,8,7,1,5,8
RS,4309506,Guarani das Missões,1,,2,,1,,,1,2,,2,1,1,,1,2,1,,,4,1,2,,2,,,,1,1
RS,4309555,Harmonia,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,1
RS,4309571,Herveiras,,,,,,,,1,,1,1,,,,,,,1,,,,,,1,,,,1,1
RS,4309605,Horizontina,,1,,1,3,2,2,1,1,1,1,,1,,1,1,,2,1,1,1,,1,1,2,,1,,1
RS,4309654,Hulha Negra,,1,,2,2,,,,1,,,2,2,2,2,1,1,,1,,,,,2,1,,,,2
RS,4309704,Humaitá,,,,,,1,,,1,2,,,1,,1,,,,2,2,,,,1,,,,,
RS,4309753,Ibarama,1,1,,,,1,,,1,,,,,,,2,,2,,,,1,,,,2,,1,1
RS,4309803,Ibiaçá,,1,,,,,,1,,,,,,2,,,,,1,,,,,,,1,,,1
RS,4309902,Ibiraiaras,1,1,1,,1,,,,,,,,1,1,3,,,2,,2,,,,,,,1,,3
RS,4309951,Ibirapuitã,,1,,,,,,,1,1,,1,,1,1,,1,2,1,,1,2,,,,,1,1,
RS,4310009,Ibirubá,2,,,,,,1,1,,1,1,1,2,1,2,2,,1,2,2,2,,1,2,2,2,1,3,3
RS,4310108,Igrejinha,2,,3,1,4,7,3,3,4,4,3,1,7,3,1,2,1,2,6,,5,4,5,5,7,6,1,2,1
RS,4310207,Ijuí,11,12,8,6,4,11,6,7,9,14,9,11,8,11,5,7,4,4,9,10,8,10,9,3,1,13,5,11,23
RS,4310306,Ilópolis,,,1,,1,,,2,,1,,,,1,1,2,3,,,,,,2,,1,,,2,
RS,4310330,Imbé,2,,,,,,,1,1,1,1,,1,,,5,5,5,4,,3,6,8,5,9,7,8,6,7
RS,4310363,Imigrante,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,
RS,4310405,Independência,,,,,,,,,1,,,,1,,1,,1,,,,4,,,,,,1,,1
RS,4310413,Inhacorá,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,
RS,4310439,Ipê,1,,1,1,,1,,,,,,1,,1,,,,1,,1,,1,2,,1,1,,,
RS,4310462,Ipiranga do Sul,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,
RS,4310504,Iraí,2,4,2,1,2,5,,,,1,,3,2,2,4,2,3,,3,1,3,1,2,,1,3,5,1,5
RS,4310538,Itaara,,,,,,,,1,,,,,,,1,,,1,,1,1,2,,1,,1,,,
RS,4310553,Itacurubi,,,,,,,1,,1,1,,,,,,,,,1,,,,,1,,1,,,1
RS,4310579,Itapuca,,,,,1,,,,,,,2,,,2,2,,,1,1,,2,,1,1,1,,,1
RS,4310603,Itaqui,9,,5,6,4,3,1,2,6,5,6,9,5,9,7,6,7,5,4,4,4,1,4,2,8,8,5,3,4
RS,4310652,Itati,,,,,,,,,,,,1,1,,,,,1,,,,1,1,,1,1,2,,
RS,4310702,Itatiba do Sul,,,,,,,,1,,3,2,3,2,1,3,,,1,2,1,2,2,2,,1,,1,,1
RS,4310751,Ivorá,2,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
RS,4310801,Ivoti,2,,1,2,,,,1,,2,1,4,,4,,2,2,1,,,,2,1,,1,,1,1,1
RS,4310850,Jaboticaba,,1,1,1,,1,3,2,,,,1,1,,1,,1,,,,1,,,,,1,2,,3
RS,4310876,Jacuizinho,,,,,,,,,,,,,,,1,,,,1,,1,,,2,1,,,,
RS,4310900,Jacutinga,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,1,,
RS,4311007,Jaguarão,1,,1,1,3,5,6,,,2,4,3,1,1,1,,1,2,2,1,1,,2,,2,4,4,5,7
RS,4311106,Jaguari,,,,1,2,,,,,,,1,1,1,2,,2,,,1,1,,1,1,1,,,,1
RS,4311122,Jaquirana,2,,2,1,1,1,3,1,,1,,2,3,,1,1,2,2,,1,1,,,1,,,1,1,2
RS,4311130,Jari,,,,,,2,,1,,,,,1,,,,1,3,1,,,,,1,,,2,,
RS,4311155,Jóia,1,2,,1,,3,3,1,1,2,1,,5,1,2,1,1,,1,1,,1,1,3,,1,,,
RS,4311205,Júlio de Castilhos,8,1,,2,2,3,2,3,1,5,2,5,5,2,2,1,3,4,3,3,3,3,2,3,2,2,4,4,3
RS,4311239,Lagoa Bonita do Sul,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,1,1
RS,4311254,Lagoão,1,4,2,2,,,,1,,1,2,3,,,1,2,,1,1,2,,1,,,,,,1,2
RS,4311270,Lagoa dos Três Cantos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4311304,Lagoa Vermelha,6,8,6,3,7,7,3,2,4,5,3,2,4,4,1,2,5,5,8,2,3,4,4,4,8,6,8,4,11
RS,4311403,Lajeado,11,7,10,6,8,9,12,15,23,17,17,8,22,11,8,9,15,8,8,12,12,10,35,22,24,19,27,30,19
RS,4311429,Lajeado do Bugre,,,,,,,,,,,,1,,,1,1,1,,,1,,1,,,1,2,,1,
RS,4311502,Lavras do Sul,1,,3,,,3,1,,1,,,,2,,3,,1,,1,1,1,,,,2,1,1,1,1
RS,4311601,Liberato Salzano,1,2,1,,,1,1,,,,1,,1,1,,1,2,1,1,,,2,1,1,1,,,,
RS,4311627,Lindolfo Collor,,,,,1,,,1,,1,1,,1,1,,,,,,,,,,1,,,2,,
RS,4311643,Linha Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4311700,Machadinho,1,,,1,,,1,1,,1,,2,,,,2,,,1,,1,,,,,1,2,,
RS,4311718,Maçambara,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,
RS,4311734,Mampituba,,,,,,,,,,,,1,1,,1,,,1,,,,1,,,,,1,1,2
RS,4311759,Manoel Viana,,1,1,,1,2,,,1,1,4,,1,1,1,2,,1,,,2,,1,1,,,,1,
RS,4311775,Maquiné,,,,3,1,1,,,,,1,,,1,1,,,,3,,1,,,2,2,1,,,
RS,4311791,Maratá,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
RS,4311809,Marau,,,,,3,2,1,5,2,7,2,5,2,6,1,3,1,5,4,,5,9,4,8,4,7,4,1,6
RS,4311908,Marcelino Ramos,1,1,,,,,,,,1,,,3,,,,,1,,,1,,1,,,,1,,1
RS,4311981,Mariana Pimentel,,,,,,,,,,,1,,,,,,1,,1,,,,1,1,,,2,1,2
RS,4312005,Mariano Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4312054,Marques de Souza,,,,,,,,,,,,1,1,2,,,,,1,1,,,1,,1,,1,,1
RS,4312104,Mata,,1,,,,1,,,1,,3,,,,,,,1,,2,,,,,1,,1,1,
RS,4312138,Mato Castelhano,,,,,,,,1,,,,1,,,,,,,2,,,,1,1,1,1,,,1
RS,4312153,Mato Leitão,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,1,
RS,4312179,Mato Queimado,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
RS,4312203,Maximiliano de Almeida,,2,,,,,3,,,,,,,1,1,1,1,,1,,,,,3,,1,,,
RS,4312252,Minas do Leão,,,,,2,1,,1,,,1,1,,1,3,1,1,1,,1,,,1,1,1,2,1,1,4
RS,4312302,Miraguaí,1,1,1,1,2,1,,,,1,1,1,1,1,1,1,,2,1,1,1,1,,,,1,,,
RS,4312351,Montauri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4312377,Monte Alegre dos Campos,,,,,,2,,2,,,,,,1,,,2,,2,,,1,1,,2,,1,,
RS,4312385,Monte Belo do Sul,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1
RS,4312401,Montenegro,11,3,2,8,10,13,8,6,7,4,5,10,11,6,17,6,6,5,8,9,6,17,11,15,10,9,2,9,9
RS,4312427,Mormaço,,,,,,1,,,,,,,,2,,,,,,,,,,1,,2,,,
RS,4312443,Morrinhos do Sul,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1
RS,4312450,Morro Redondo,1,,,,,,2,,,,3,,,1,,,,1,,,,,,,3,,,,
RS,4312476,Morro Reuter,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,
RS,4312500,Mostardas,1,,,,2,1,,,,,,1,1,1,,2,1,3,1,1,3,3,1,3,3,2,3,6,4
RS,4312609,Muçum,,,,,,,,1,,,,1,,,1,,1,,2,,1,,1,,1,,,,1
RS,4312617,Muitos Capões,,,,,,,1,,,,,,,1,1,,,,,,,3,,,1,,,,1
RS,4312625,Muliterno,,,,,,,,,,,,,,,,,,,,1,,,3,,,1,,,
RS,4312658,Não-Me-Toque,1,,,1,,1,,1,1,,,,2,,2,,1,,1,3,,4,1,1,1,1,2,2,
RS,4312674,Nicolau Vergueiro,,,,,,,,,,1,,,,,,1,,1,,,,2,,1,,,,,
RS,4312708,Nonoai,3,,2,,3,3,4,,2,3,2,3,2,1,3,5,2,2,4,3,1,2,2,3,7,4,2,4,9
RS,4312757,Nova Alvorada,,,,,,,,,,,,2,,1,2,,,,1,3,,1,,1,,,1,,2
RS,4312807,Nova Araçá,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,
RS,4312906,Nova Bassano,,,,,,,,,,,,,,1,,3,,,,1,2,,,,3,1,,,1
RS,4312955,Nova Boa Vista,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
RS,4313003,Nova Bréscia,,,,,,,,,,,,,,,,,,1,,,,,,2,,,1,,
RS,4313011,Nova Candelária,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
RS,4313037,Nova Esperança do Sul,,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,1,,
RS,4313060,Nova Hartz,2,1,1,1,,,4,,1,,1,3,3,,5,2,2,1,1,,3,2,2,2,2,4,5,2,2
RS,4313086,Nova Pádua,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,
RS,4313102,Nova Palma,3,2,,1,,,1,1,,,,1,,,,,1,1,,,3,,1,,2,,2,,
RS,4313201,Nova Petrópolis,,,,1,,,,,2,,,1,,2,1,,,3,,1,,,,,1,4,2,1,3
RS,4313300,Nova Prata,2,1,,1,3,2,1,,1,1,,,2,,2,,1,2,,4,3,3,3,2,2,3,5,,4
RS,4313334,Nova Ramada,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
RS,4313359,Nova Roma do Sul,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,
RS,4313375,Nova Santa Rita,,1,2,2,,1,,,2,1,1,1,4,1,1,2,5,3,1,8,3,7,1,16,12,6,4,7,4
RS,4313391,Novo Cabrais,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,1,
RS,4313409,Novo Hamburgo,65,66,79,48,66,54,57,47,60,77,63,57,56,60,77,66,91,64,62,79,110,77,101,96,63,76,46,51,24
RS,4313425,Novo Machado,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,
RS,4313441,Novo Tiradentes,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
RS,4313466,Novo Xingu,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,
RS,4313490,Novo Barreiro,,,,,,,,1,,1,,,,3,,,1,,1,1,,,1,,1,,,,
RS,4313508,Osório,6,1,5,2,5,1,3,,6,1,4,3,1,1,4,6,4,2,6,9,10,9,14,10,18,18,13,4,18
RS,4313607,Paim Filho,,,,,,,,,,,,,1,,,1,,1,,,1,1,,,,,,,1
RS,4313656,Palmares do Sul,2,3,1,,4,2,,,,2,,2,,1,1,1,3,1,4,,4,3,5,2,5,6,5,3,3
RS,4313706,Palmeira das Missões,13,8,7,10,5,4,7,7,1,3,3,3,3,11,9,6,8,9,8,3,8,3,6,5,4,4,5,6,5
RS,4313805,Palmitinho,1,3,,2,,,,,,,,,1,,,1,3,,1,1,,,2,3,,2,,1,1
RS,4313904,Panambi,2,1,,2,1,3,2,1,3,3,2,4,2,5,2,6,4,2,1,1,4,4,,2,5,4,6,6,2
RS,4313953,Pantano Grande,2,,2,,,1,2,,1,1,1,2,,1,1,1,,4,,1,,2,2,4,1,2,,,1
RS,4314001,Paraí,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,1
RS,4314027,Paraíso do Sul,,,,1,1,,,,,,,1,,,,,,1,,,1,,1,,,1,,,
RS,4314035,Pareci Novo,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1
RS,4314050,Parobé,3,1,6,6,5,8,5,10,2,6,9,19,10,10,8,6,14,8,2,6,8,12,12,9,13,19,11,12,10
RS,4314068,Passa Sete,,,,,,,,2,1,2,1,1,2,2,,1,1,,,1,2,2,1,1,,1,2,,
RS,4314076,Passo do Sobrado,,,,,,,,,,,,,1,1,,1,,2,,1,,1,,,2,,1,1,
RS,4314100,Passo Fundo,43,35,60,58,33,30,36,33,37,46,52,46,37,34,54,45,58,55,58,52,48,56,40,52,42,51,34,32,46
RS,4314134,Paulo Bento,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
RS,4314159,Paverama,1,,,,,1,,,,,2,,,,,,,,1,,1,1,,1,,3,,,
RS,4314175,Pedras Altas,,,,,,,,,,,,1,,1,1,1,,,1,,,,,1,1,,,1,
RS,4314209,Pedro Osório,1,,,1,,,,,,2,,2,1,2,1,1,1,1,,2,1,3,1,1,1,3,1,,
RS,4314308,Pejuçara,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,1,,
RS,4314407,Pelotas,27,15,7,25,33,40,30,35,21,37,32,28,42,30,23,41,46,60,36,56,59,65,76,108,83,107,96,68,35
RS,4314423,Picada Café,,,,,,,1,,1,1,,3,,,,,,,,,,,,1,,,1,,
RS,4314456,Pinhal,1,,,1,1,2,,1,,,,,,1,2,,,1,1,,1,,1,,,2,,,2
RS,4314464,Pinhal da Serra,,,,,,,,,,1,1,1,1,,1,,,,,,,1,,,,1,,,
RS,4314472,Pinhal Grande,,,2,2,,,,,1,1,1,1,,,1,2,1,1,1,,,,,2,4,2,,1,
RS,4314498,Pinheirinho do Vale,,,,1,,,2,1,,1,1,,1,2,,1,2,1,,,1,,,1,,,,,1
RS,4314506,Pinheiro Machado,,1,,,,1,,1,2,1,3,1,1,4,3,1,,4,1,,1,,,1,,4,4,1,1
RS,4314548,Pinto Bandeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4314555,Pirapó,2,1,1,,,,,,,,,,1,1,3,1,1,1,,,,,,,,1,2,,
RS,4314605,Piratini,1,1,,1,1,,2,3,4,3,,1,3,1,4,1,1,,,2,,,1,2,5,2,,2,5
RS,4314704,Planalto,2,1,4,,2,1,,3,2,3,2,1,,6,2,5,2,1,6,2,3,1,3,,,5,1,2,5
RS,4314753,Poço das Antas,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
RS,4314779,Pontão,,,,,,1,,,,,,1,,,1,2,1,1,1,,,,1,,2,,1,,1
RS,4314787,Ponte Preta,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
RS,4314803,Portão,5,5,6,1,2,1,4,2,4,7,6,8,4,3,5,10,10,7,6,6,7,8,14,14,16,13,9,12,9
RS,4314902,Porto Alegre,381,226,308,373,382,483,410,432,534,501,560,402,437,485,436,581,574,494,466,471,534,522,663,688,824,692,544,357,313
RS,4315008,Porto Lucena,1,2,2,1,,,,1,,,,1,,,2,1,1,,1,,,,1,,,,,,1
RS,4315057,Porto Mauá,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,1,,,
RS,4315073,Porto Vera Cruz,,,2,,,1,,,,,,,1,1,,,1,,,,,,2,1,,,,,
RS,4315107,Porto Xavier,2,1,1,,,3,2,2,2,1,4,3,,3,,2,,,,2,1,1,2,2,,3,1,1,
RS,4315131,Pouso Novo,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,
RS,4315149,Presidente Lucena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4315156,Progresso,,,1,1,2,,,,,1,,2,1,4,1,3,,1,,,,,,1,1,1,,1,1
RS,4315172,Protásio Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4315206,Putinga,3,,2,,,,1,,,,,1,1,1,1,,,,1,1,2,1,,,1,,2,,
RS,4315305,Quaraí,3,,3,,1,2,3,6,7,2,5,2,4,6,4,4,4,5,4,3,5,1,3,8,3,6,3,7,7
RS,4315313,Quatro Irmãos,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1
RS,4315321,Quevedos,,,,2,,,,,,,,,,,1,1,,1,,2,1,,1,,,,1,,
RS,4315354,Quinze de Novembro,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,
RS,4315404,Redentora,1,1,1,,1,,1,3,,3,3,,1,2,2,1,1,3,1,1,,1,4,1,2,7,1,3,
RS,4315453,Relvado,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,
RS,4315503,Restinga Seca,,1,,2,,1,1,2,1,2,1,2,3,2,3,1,,1,,2,1,2,1,,3,,4,,3
RS,4315552,Rio dos Índios,,,,,1,1,,,,,,2,1,1,1,,3,,,,1,,2,1,1,,,2,
RS,4315602,Rio Grande,50,44,39,12,28,29,36,21,22,16,22,15,16,21,27,15,22,24,26,21,28,39,54,49,40,65,74,44,51
RS,4315701,Rio Pardo,3,1,2,1,1,4,2,5,3,2,5,2,6,3,3,4,2,2,3,2,4,5,5,4,9,8,9,10,13
RS,4315750,Riozinho,,1,,,,,,,,,,,1,1,,1,,,1,,,,,2,,2,,,
RS,4315800,Roca Sales,,,,1,,,,,1,,2,,1,1,,,,1,,,2,,2,2,1,3,4,1,3
RS,4315909,Rodeio Bonito,,3,,1,,,,1,,1,1,1,1,,1,,,1,1,,1,,,,1,,1,3,
RS,4315958,Rolador,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,
RS,4316006,Rolante,,1,1,,,,2,2,,3,3,5,6,3,4,4,8,5,1,6,6,5,5,4,2,3,6,6,2
RS,4316105,Ronda Alta,2,,1,5,2,,1,3,3,1,1,1,1,,,3,1,1,,1,1,,,2,,2,,2,
RS,4316204,Rondinha,,1,,,,,,,,1,,,,,,,,,4,,1,,,,,,,1,
RS,4316303,Roque Gonzales,,,,1,2,2,,,,1,3,2,2,3,1,,1,1,,,1,1,,,,1,1,2,2
RS,4316402,Rosário do Sul,5,2,4,2,1,3,2,3,6,6,4,8,8,6,6,5,5,9,6,6,1,9,2,4,6,8,3,3,4
RS,4316428,Sagrada Família,,,,,1,1,1,,1,,,,1,,,,1,,1,,,,,,1,,,1,1
RS,4316436,Saldanha Marinho,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
RS,4316451,Salto do Jacuí,4,4,1,,,,2,1,,3,2,2,3,2,4,,3,3,1,3,2,3,2,1,3,4,6,5,4
RS,4316477,Salvador das Missões,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
RS,4316501,Salvador do Sul,1,,,,,,,1,3,,,,,,,,2,,,,,,,1,,,,,
RS,4316600,Sananduva,,2,,1,,,2,,,,1,1,1,1,1,,,1,,,,1,,2,,1,1,1,2
RS,4316709,Santa Bárbara do Sul,3,,1,1,1,2,,3,1,1,2,2,2,1,4,,1,,3,2,2,4,,,1,,1,,1
RS,4316733,Santa Cecília do Sul,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
RS,4316758,Santa Clara do Sul,,,1,,,,,2,,,,1,,,,,,,,,,2,,,1,2,3,,
RS,4316808,Santa Cruz do Sul,9,9,5,9,8,11,4,10,13,21,27,15,27,21,18,12,15,9,10,9,18,25,37,22,46,36,27,28,27
RS,4316907,Santa Maria,21,16,15,33,31,19,19,19,27,27,20,26,31,26,27,18,24,35,34,29,39,39,52,58,69,68,58,53,55
RS,4316956,Santa Maria do Herval,2,,,,,,,,,,,,,1,,,,1,,,,1,,,,1,1,1,1
RS,4316972,Santa Margarida do Sul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4317004,Santana da Boa Vista,1,,1,,,,1,4,,,,1,3,1,,,1,2,4,,1,,,2,2,2,2,,1
RS,4317103,Santana do Livramento,6,6,7,6,3,12,13,3,9,11,11,6,5,13,6,9,17,14,11,6,8,13,11,12,8,9,6,6,18
RS,4317202,Santa Rosa,11,9,16,16,11,14,11,6,10,5,13,10,2,8,7,8,9,17,5,4,7,7,6,4,6,6,7,12,10
RS,4317251,Santa Tereza,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
RS,4317301,Santa Vitória do Palmar,,1,8,,1,1,5,6,6,4,3,2,3,5,2,6,3,,7,5,2,2,7,6,6,5,6,5,4
RS,4317400,Santiago,8,5,4,2,3,3,5,1,3,10,6,2,5,2,4,5,4,4,3,4,4,4,1,5,5,2,5,2,2
RS,4317509,Santo Ângelo,19,14,13,7,14,9,10,9,15,15,11,11,12,8,12,10,9,14,8,5,7,9,8,15,13,5,8,7,12
RS,4317558,Santo Antônio do Palma,,1,,,,,1,,1,,,,,,1,,,1,,,,,,,,,,,
RS,4317608,Santo Antônio da Patrulha,4,1,1,3,1,2,3,2,5,5,4,,3,3,4,9,2,5,1,1,3,11,6,8,11,13,8,5,5
RS,4317707,Santo Antônio das Missões,3,4,4,5,2,2,1,,4,5,5,2,,2,4,5,4,,7,3,1,1,2,2,3,,1,1,1
RS,4317756,Santo Antônio do Planalto,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,
RS,4317806,Santo Augusto,6,2,2,3,1,2,2,3,3,2,3,1,4,,3,1,1,2,,1,1,5,1,5,4,7,1,1,2
RS,4317905,Santo Cristo,1,,,2,,1,,,,2,,1,,,,,1,1,1,1,1,,,,1,1,,1,
RS,4317954,Santo Expedito do Sul,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
RS,4318002,São Borja,15,17,10,13,20,25,13,8,10,13,12,17,7,19,8,9,10,8,6,8,10,2,7,7,14,15,5,9,9
RS,4318051,São Domingos do Sul,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
RS,4318101,São Francisco de Assis,2,4,3,5,2,1,1,,2,2,2,,4,3,2,2,2,2,1,,3,,4,1,3,2,2,1,
RS,4318200,São Francisco de Paula,4,1,,3,3,6,3,6,2,1,5,4,,5,2,2,8,1,4,7,2,1,4,5,7,5,6,5,2
RS,4318309,São Gabriel,4,2,4,3,3,7,12,6,5,5,5,3,7,5,5,1,6,7,7,8,4,5,3,6,5,6,12,7,5
RS,4318408,São Jerônimo,1,,2,2,1,1,3,1,,2,1,1,,2,1,3,1,4,1,1,2,1,1,5,5,9,5,3,3
RS,4318424,São João da Urtiga,,,,,,,1,,,1,,1,1,1,,,,,,1,,,,1,1,,,,
RS,4318432,São João do Polêsine,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,
RS,4318440,São Jorge,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
RS,4318457,São José das Missões,,,1,1,,1,,,,,,,,,1,,,,,,,1,1,,,,,,
RS,4318465,São José do Herval,,1,,,,,,,,,1,,1,2,,1,,,,,,3,,,1,,,2,
RS,4318481,São José do Hortêncio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,4318499,São José do Inhacorá,,,1,,,,,1,,,,,,,,,1,,,,,3,,,,,,,
RS,4318507,São José do Norte,2,2,,,2,,,1,1,1,2,1,1,,6,1,,2,2,3,2,2,1,4,7,26,21,8,7
RS,4318606,São José do Ouro,1,,2,,1,,,,,1,1,,,1,,,,,1,,,,,,,,,,1
RS,4318614,São José do Sul,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
RS,4318622,São José dos Ausentes,,1,,2,,1,,,1,,,,,1,,,2,1,,,,,,,1,3,,1,1
RS,4318705,São Leopoldo,45,40,53,66,71,61,56,55,80,67,64,87,72,57,74,84,90,77,90,75,95,76,128,114,85,91,56,47,52
RS,4318804,São Lourenço do Sul,3,1,2,2,,1,,1,,2,,1,3,3,6,3,3,2,3,2,3,1,3,3,2,,3,1,2
RS,4318903,São Luiz Gonzaga,5,6,5,4,6,5,2,8,12,6,8,6,9,6,8,7,7,6,10,5,6,4,3,7,8,6,5,5,10
RS,4319000,São Marcos,3,2,1,2,1,2,2,2,1,3,3,3,4,1,4,1,3,3,,,5,1,2,5,1,5,14,2,6
RS,4319109,São Martinho,2,2,,,1,,,1,,,,1,1,1,1,,,,,,,,,,2,1,,,
RS,4319125,São Martinho da Serra,,,,,,1,,,,,1,1,,1,,,,,1,,,,,1,,,,,
RS,4319158,São Miguel das Missões,3,,1,,,2,,,,2,,3,4,1,1,,,1,2,1,,,1,,,,2,2,1
RS,4319208,São Nicolau,3,3,1,2,,,1,4,1,1,4,3,3,2,1,4,2,2,,,1,4,3,,3,2,2,1,
RS,4319307,São Paulo das Missões,1,,2,2,,,1,,1,,,2,,1,1,,2,,,,,,,1,1,1,1,,
RS,4319356,São Pedro da Serra,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,
RS,4319364,São Pedro das Missões,,,,,,,,,,,,,,,1,,,2,,,,,,,1,,2,,
RS,4319372,São Pedro do Butiá,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,
RS,4319406,São Pedro do Sul,2,1,,1,4,2,,3,3,4,2,1,,7,,2,3,,1,1,1,2,1,,1,1,3,3,2
RS,4319505,São Sebastião do Caí,,2,2,2,2,4,,4,2,1,4,6,2,1,5,2,3,4,1,,1,,4,4,6,6,1,1,4
RS,4319604,São Sepé,9,1,3,,5,3,2,4,,3,,5,3,,4,5,5,3,,3,1,2,2,3,1,5,1,2,4
RS,4319703,São Valentim,,,,,1,,,,,,,,1,,1,1,1,,1,,,,1,,,,1,,
RS,4319711,São Valentim do Sul,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,1
RS,4319737,São Valério do Sul,,,,,,,,,,,,2,,,,1,1,,,,,,1,,,1,,,
RS,4319752,São Vendelino,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,
RS,4319802,São Vicente do Sul,,,1,,1,1,2,,1,,,,1,,,1,4,,,1,2,,1,,,,,3,1
RS,4319901,Sapiranga,16,19,16,10,16,8,11,4,21,12,14,15,9,15,10,13,11,6,6,8,15,13,28,16,15,22,11,7,15
RS,4320008,Sapucaia do Sul,9,7,22,9,19,23,22,21,18,15,18,35,31,23,38,34,44,51,47,41,39,52,56,51,62,56,40,33,25
RS,4320107,Sarandi,2,2,1,7,3,6,1,6,1,2,3,2,6,1,2,,1,4,2,3,8,3,,1,1,6,1,8,2
